Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.110416440963745117e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.054700000000000060e+01,3.303999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.120420031547546387e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.049899999999999878e+01,3.313799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.130422661304473877e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.064499999999999957e+01,3.303999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.140424959659576416e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.069399999999999906e+01,3.318699999999999761e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.150425987243652344e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.054700000000000060e+01,3.323599999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.160431480407714844e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.074299999999999855e+01,3.318699999999999761e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.170437805652618408e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.064499999999999957e+01,3.323599999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.180443375110626221e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.323599999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.190445234775543213e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.338199999999999790e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.200447642803192139e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.338199999999999790e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.210449216365814209e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.347999999999999687e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.220449731349945068e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.074299999999999855e+01,3.347999999999999687e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.230451004505157471e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.240454695224761963e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.250455639362335205e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.074299999999999855e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.260456547737121582e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.270461184978485107e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.079200000000000159e+01,3.357800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.280463943481445312e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.089000000000000057e+01,3.367499999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.290464904308319092e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.089000000000000057e+01,3.382200000000000273e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.300469827651977539e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.098699999999999832e+01,3.372399999999999665e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.310472714900970459e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.108500000000000085e+01,3.362700000000000244e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.320474448204040527e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.123199999999999932e+01,3.392000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.330476796627044678e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.132900000000000063e+01,3.377300000000000324e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.340482616424560547e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.137800000000000011e+01,3.377300000000000324e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.350486714839935303e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.137800000000000011e+01,3.382200000000000273e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.360487785339355469e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.128099999999999881e+01,3.382200000000000273e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.370493566989898682e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.132900000000000063e+01,3.377300000000000324e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.380499618053436279e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.132900000000000063e+01,3.387100000000000222e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.390504171848297119e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.128099999999999881e+01,3.382200000000000273e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.400510530471801758e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.147599999999999909e+01,3.396900000000000119e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.410514259338378906e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.152499999999999858e+01,3.392000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.420516071319580078e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.132900000000000063e+01,3.401800000000000068e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.430518491268157959e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.137800000000000011e+01,3.406600000000000250e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.440520884990692139e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.152499999999999858e+01,3.416400000000000148e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.450524530410766602e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.142699999999999960e+01,3.426200000000000045e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.460531179904937744e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.157400000000000162e+01,3.411500000000000199e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.470536236763000488e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.167200000000000060e+01,3.431099999999999994e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.480541539192199707e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.167200000000000060e+01,3.440899999999999892e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.490544734001159668e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.167200000000000060e+01,3.435999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.500547845363616943e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.167200000000000060e+01,3.445700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.510553240776062012e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.167200000000000060e+01,3.435999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.520555186271667480e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.171999999999999886e+01,3.445700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.530561134815216064e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.171999999999999886e+01,3.445700000000000074e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.540562281608581543e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.181800000000000139e+01,3.450600000000000023e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.550564801692962646e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.171999999999999886e+01,3.455499999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.560567181110382080e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.171999999999999886e+01,3.435999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.570570330619812012e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.181800000000000139e+01,3.450600000000000023e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.580571510791778564e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.176899999999999835e+01,3.465299999999999869e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.590576081275939941e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.176899999999999835e+01,3.465299999999999869e+01,2.300000000000000000e+01,2.300000000000000000e+01
