Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.032237532138824463e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.929599999999999937e+01,3.611899999999999977e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.042249228954315186e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.939399999999999835e+01,3.597299999999999898e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.052256793975830078e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.968699999999999761e+01,3.641299999999999670e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.062276320457458496e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.944299999999999784e+01,3.621699999999999875e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.072283077239990234e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.968699999999999761e+01,3.655899999999999750e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.082292799949645996e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.988300000000000267e+01,3.631499999999999773e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.092299997806549072e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.002900000000000347e+01,3.650999999999999801e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.102320106029510498e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.997999999999999687e+01,3.650999999999999801e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.112338166236877441e+02,2.000000000000000000e+01,2.000000000000000000e+01,3.997999999999999687e+01,3.660799999999999699e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.122348418235778809e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.022500000000000142e+01,3.670600000000000307e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.132360465526580811e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.017600000000000193e+01,3.670600000000000307e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.142518200874328613e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.042000000000000171e+01,3.685199999999999676e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.152528569698333740e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.037100000000000222e+01,3.690100000000000335e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.162539386749267578e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.061599999999999966e+01,3.695000000000000284e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.172547907829284668e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.061599999999999966e+01,3.704800000000000182e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.182569077014923096e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.090899999999999892e+01,3.714600000000000080e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.192588956356048584e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.090899999999999892e+01,3.709700000000000131e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.202760689258575439e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.100699999999999790e+01,3.729200000000000159e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.212772598266601562e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.095799999999999841e+01,3.719500000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.222777326107025146e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.120199999999999818e+01,3.724300000000000210e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.232797372341156006e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.134899999999999665e+01,3.734100000000000108e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.242803640365600586e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.120199999999999818e+01,3.753699999999999903e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.252826533317565918e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.129999999999999716e+01,3.734100000000000108e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.262996973991394043e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.154399999999999693e+01,3.743900000000000006e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.273009593486785889e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.149600000000000222e+01,3.768299999999999983e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.283027412891387939e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.164200000000000301e+01,3.768299999999999983e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.293044159412384033e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.178900000000000148e+01,3.787899999999999778e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.303215975761413574e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.178900000000000148e+01,3.797699999999999676e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.313221969604492188e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.183800000000000097e+01,3.792799999999999727e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.323385915756225586e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.203300000000000125e+01,3.778099999999999881e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.333414967060089111e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.203300000000000125e+01,3.792799999999999727e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.343417694568634033e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.203300000000000125e+01,3.802499999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.353424427509307861e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.222899999999999920e+01,3.827000000000000313e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.363436505794525146e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.237500000000000000e+01,3.841599999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.373445231914520264e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.232600000000000051e+01,3.836800000000000210e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.383464140892028809e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.247299999999999898e+01,3.827000000000000313e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.393482401371002197e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.247299999999999898e+01,3.822099999999999653e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.403494689464569092e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.252199999999999847e+01,3.841599999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.413503749370574951e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.261999999999999744e+01,3.827000000000000313e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.423512406349182129e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.266899999999999693e+01,3.841599999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.433521838188171387e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.276599999999999824e+01,3.866100000000000136e+01,2.300000000000000000e+01,2.300000000000000000e+01
